iter	RMSE
704	69.70858591
705	69.706549
706	69.7042123
707	69.70125139
708	69.69813029
709	69.69454645
710	69.6922214
711	69.68997158
712	69.68810291
713	69.68550013
714	69.6824576
715	69.68069379
716	69.67832614
717	69.67464274
718	69.67206897
719	69.66960169
720	69.66804499
721	69.66535629
722	69.6618723
723	69.65904139
724	69.65529261
725	69.65244906
726	69.64982977
727	69.6466913
728	69.64401781
729	69.64039248
730	69.63761213
731	69.63478948
732	69.63150648
733	69.62902667
734	69.62638623
735	69.62432113
736	69.62239478
737	69.61936818
738	69.61722611
739	69.61399766
740	69.61161819
741	69.60895305
742	69.60555014
743	69.60323086
744	69.60078071
745	69.59822226
746	69.59559552
747	69.59275962
748	69.59004799
749	69.58799754
750	69.5854171
751	69.58241903
752	69.57878551
753	69.57537461
754	69.57158017
755	69.56918532
756	69.56710296
757	69.56365657
758	69.56018281
759	69.55786765
760	69.55415511
761	69.55079557
762	69.54806752
763	69.54466874
764	69.54153784
765	69.53919786
766	69.53639182
767	69.53249443
768	69.53065779
769	69.52811038
770	69.526525
771	69.52482165
772	69.52258569
773	69.52018332
774	69.51812529
775	69.5137781
776	69.51035413
777	69.50664257
778	69.50376923
779	69.50146277
780	69.49849766
781	69.49567376
782	69.49372327
783	69.49149492
784	69.48793104
785	69.48549406
786	69.48249779
787	69.47967988
788	69.47685487
789	69.47424999
790	69.47144911
791	69.468411
792	69.46608499
793	69.4627851
794	69.46069948
795	69.45758167
796	69.45492885
797	69.45241664
798	69.44910947
799	69.44768594
800	69.4458868
801	69.44335376
802	69.4411713
803	69.4379696
804	69.43531676
805	69.43249472
806	69.4299861
807	69.42776133
808	69.42563724
809	69.42195944
810	69.4190568
811	69.41669688
812	69.41395632
813	69.41211951
814	69.40996146
815	69.40789479
816	69.40572559
817	69.4028765
818	69.40011314
819	69.39757706
820	69.39540511
821	69.39296129
822	69.39002227
823	69.38719606
824	69.38452148
825	69.38096081
826	69.3787067
827	69.37572597
828	69.37380172
829	69.37096566
830	69.36892593
831	69.36547529
832	69.36255359
833	69.3595349
834	69.35652653
835	69.3535758
836	69.34988383
837	69.34755738
838	69.3448657
839	69.34195639
840	69.33901002
841	69.33559357
842	69.33255191
843	69.3291459
844	69.32688375
845	69.3244194
846	69.32266393
847	69.31892381
848	69.31673597
849	69.3144628
850	69.31224191
851	69.30957839
852	69.30689427
853	69.30468174
854	69.30285587
855	69.30032461
856	69.29858378
857	69.29619559
858	69.29311785
859	69.28977206
860	69.28739695
861	69.28500053
862	69.28212726
863	69.27883713
864	69.27686507
865	69.27465627
866	69.27294856
867	69.2713751
868	69.26919608
869	69.26707661
870	69.26461734
871	69.26232876
872	69.26034085
873	69.25797179
874	69.25597678
875	69.25385498
876	69.25149678
877	69.24820866
878	69.2464979
879	69.2438373
880	69.24197778
881	69.23898935
882	69.23633519
883	69.23424181
884	69.23176685
885	69.22941062
886	69.22667516
887	69.22371834
888	69.22095146
889	69.21824296
890	69.21604615
891	69.21371656
892	69.21082254
893	69.20803718
894	69.20559141
895	69.20354228
896	69.20053068
897	69.19792108
898	69.19527204
899	69.19272122
900	69.18981856
901	69.18697923
902	69.18441752
903	69.18233451
904	69.17951598
905	69.1763252
906	69.17341378
907	69.17002545
908	69.16697693
909	69.16438479
910	69.16251894
911	69.16023483
912	69.15773694
913	69.15603979
914	69.15444908
915	69.1517384
916	69.14868276
917	69.14580561
918	69.14293979
919	69.1407921
920	69.13812449
921	69.13630972
922	69.13380585
923	69.13164517
924	69.1295846
925	69.12717743
926	69.12407212
927	69.12131754
928	69.11928567
929	69.1167012
930	69.11398299
931	69.11192219
932	69.10970641
933	69.10744831
934	69.10527301
935	69.10221747
936	69.09959979
937	69.09658394
938	69.09371291
939	69.09106346
940	69.08886999
941	69.0868883
942	69.08422625
943	69.08237527
944	69.07977976
945	69.07799967
946	69.07625975
947	69.07436166
948	69.07199009
949	69.06877161
950	69.06638276
951	69.06317473
952	69.06001052
953	69.05610548
954	69.05386514
955	69.05060598
956	69.04790985
957	69.04616521
958	69.04296082
959	69.03973016
960	69.03768267
961	69.03552445
962	69.03351271
963	69.02934723
964	69.02684183
965	69.02448809
966	69.02237261
967	69.02069513
968	69.018263
969	69.01629418
970	69.01280539
971	69.01025399
972	69.00715629
973	69.00558671
974	69.0029948
975	69.00091737
976	68.99864523
977	68.99614674
978	68.99289049
979	68.98993266
980	68.98816927
981	68.98594614
982	68.98328574
983	68.9805803
984	68.97709652
985	68.97428656
986	68.97184834
987	68.96973373
988	68.968239
989	68.96510956
990	68.96242425
991	68.96033501
992	68.95737645
993	68.95475255
994	68.95183303
995	68.94974777
996	68.94631808
997	68.94376341
998	68.94127379
999	68.93927215
